"id","quote","review"
"rn572030289","Great Pizza!","We just got back from our family trip to NYC. Found this place by searching for best pizza in NYC. My oldest son said it was the best pizza he’s ever had. Admittedly we were very hungry after our Statue of Liberty tour. Even so...More"
"rn571955938","Bad Service","We have been coming to Numero 28 for years. We think the pizza is great. We have had historically great service. Most recently, however, the service simply has collapsed. We were left waiting for our food for 20 minutes. Then, when our food arrived we...More"
"rn570532296","Rip off","We were charged $35 per person for 1 salad, 1 starter, 1 bruschetta and 1 large pizza every 4 people. That makes it $140. The same items on the menu total to about $80. Drinks and dessert were charged on top. Totaling $62 per person....More"
"rn568176171","Amazing Pizza!!","I went to Numero 28 Pizzeria with a group of friends during Spring Break, and had the most delicious Riganella Pizza. The Buffalo Mozzarella almost melts in your mouth!"
"rn567717785","Loved it!","My boyfriend and I were looking for a good, sit-down pizza dinner and I chose this place based on the reviews here. It did not disappoint! I tried a lovely small pie with artichoke hearts, mushrooms, fresh green olives, and ham - and it was...More"
"rn566916861","Great pizza","Pizza great, had the buffalina, the tomato sauce was really fresh and the mozzarella was amazing. Nice crust. Great service. Highly recommend if looking for pizza."
"rn566361076","Late night stop for pizza","This is a quaint little spot in the Village. We saw a show at the Blue Note & were hungry for pizza afterwards. After walking around a bit, we stumbled on this place and I am sure happy we did! The place is small so...More"
"rn564030003","Dinner in Greenwich Village","It is a small cozy restaurant with a very friendly and polite staff. We had no reservation but they were able to accommodate us. The service was quick and very efficient and the food was excellent."
"rn561821722","Superb pizza","We went there with our daughter and grandsun. The margharita pizza had the best crust ever, with high quality cheese a. I wish there had been a blittl more tomato on it, but objectively you couldn't ask for more. They were very accommodating, giving my...More"
"rn558722443","Amazing pizza made in authentic Italian style","Dropped by for a late lunch with my partner and we both loved the authentic style of these pizzas - with that chewy base and minimalistic style toppings. Would recommend booking for dinner especially on weekends."
"rn558666389","Little low-key spot","So we were going for a walk next to our hotel (Yotel) and stumbled upon this little restaurant. Priced were fair and it was very clean.
Let's try it!
Wow! the pizza was absolutely fantastic!
The service was on point.
Best part of it is,...More"
"rn557863168","Delicious Real Italian Pizza","As a European used to having amazing pizza from Italy, it is hard to find such a meal to my taste in the United States, their pizza being much thicker, fatter and so on.
We found Numero 28 just walking by our neighborhood and it...More"
"rn555240717","Best pizza ever","Can honestly say this was the best pizza I’ve ever had. We had the numero 28 pizza and it was superb. The flavor was amazing! If I lived here, I would be eating this pizza everyday.
That said, the place is very small and if...More"
"rn555140473","One of the best in the city","Pizza's here are great, there is no doubt. Authentic italian taste, great menu and friendly staff. I'll be back for more pizza, you should go there too."
"rn553866532","Best pizza in NYC","I’m Italian. I can tell the different between a regular pizza and a good pizza. Pizza at N28 (west village) isn’t just good, it’s excellent, even better than most pizzeria in Italy! And you can find a variety of great appetizers and pasta if you’re...More"
"rn553586482","Best pizza","Me and my husband are huge pizza lovers and everyone was recommending this place to us and it was the best pizza ever ! Maybe it was new york or i don't know but it was the best for me !"
"rn552985352","Amazing pizza ","Me and my partner visited here after hearing good reviews! We came all the way from Times Square and it was totally worth it!
Pizza and pasta dishes were amazing! Good prices and worth a visit!
A guy came to the restaurant and was singing...More"
"rn552289277","Good lunch","Lunch was good. Pizza and soup were tasty and good size. Was a pleasant meal but the place wasn't very warm inside."
"rn552287247","Italian food made good","We had a nice meal in the quaint pizza shop of soup and pizza pepperoni. It was tasty and wood fired. It’s a little cold in the shop."
"rn551889446","Authentic Pizza","We chose Numero 28 from reading reviews on Tripadvisor. Took awhile to get there from our hotel at Rockefeller Center but traffic as crazy and it was still snowing. The place is very small but very cute and quaint. Be aware they only take cash...More"
"rn551470493","Amazing Christmas Dinner ","Cozy place, great service and an amazing pizza! The price is fair and the quality is amazing! I went with my wife to celebrate our Christmas Eve far from home! It was amgreat pick!"
"rn551247712","Excellent Italian meal","This was a great little find. A fab Italian in a great location. The food was very good, the calamari was delicious, the ravioli was tasty and the pizzas were great. Highly recommend."
"rn551212209","So delicious I am still dreaming of this pizza ","My boyfriend and i asked the Holy Spirit to guide us in finding a place to eat and we were led to here! And WOW! I couldn’t imagine a better choice. From the people, the service, the atmosphere, and holy delicious pizza!! We felt like...More"
"rn549842353","Great Pizza","Authentic food, good atmosphere, especially i the back room by the oven. Great Pizza, excellent dough. Prices absolutely moderate and appropriate. Espresso too small. Still one of our favorites"
"rn549604383","by far the best pizza in NYC !!!","As an italian, i can only recommend this place. by entering one can already smell the the perfume coming out of the traditional oven, absolutely divine ! we crust of the pizza is delicious and fluffy, the ingredients are fresh and of best quality !...More"
"rn549387145","Incredible ","This is one of the BEST pizza places I have ever been to. If I had the choice, I would give this fantastic place 10 stars! There is a choice of pizzas which are all very yummy, and come very fast. The service is incredibly...More"
"rn547956652","Worth the travel","My wife and I travel a lot and it’s become a custom to seek out the best pizza restaurant in whatever city we are in... well for New York we found it here.
In a city full of bland chains, this place is as authentic...More"
"rn547432431","Really good pizza","I went in for lunch randomly on a Thursday. Almost had the place to myself, and the service was fantastic. My waiter was attentive, chatted me up, and gave me good recommendations for the meal.
I went with the Bufalina DOC, which is buffalo Mozz,...More"
"rn547194136","Best pizza I've had in a long time","From The oven the pizza is made in to the red sauce. This restaurant just has an amazing Pizza and tiramisu. I can only advise anyone to try it."
"rn547131897","Traditional italian","West villages most authentic Italian pizza place. Constantly fresh ingredients and hand made pies whether your getting slices or a full pizza. Always friendly and welcoming staff who remember us from previous visits"
"rn546891324","Best pizza","Really one of the best pizza that I had.Very tasty.Good staff and nice place.If you visit New York you have to visit this place as well.We really enjoy our food."
"rn544863410","Not maybe.....THE BEST pizza in NYC!","We come to NYC just for this pizza. It’s worth the hour drive. We look for pizza everywhere we go and compare it to this restaurant. STILL haven’t found better!!! LOVE THIS PLACE!
Thank you Numero28!!!"
"rn542870926","Great little find","Really lovely food, nice atmosphere - feels very authentic. Would recommend to anybody looking for a nice, relaxed meal."
"rn541218741","A tiny gem for pizza","This was a special find. Recommended by a friend who I know knows good pizza. He was spot on. Casual, great service and a super <f0><U+009F><U+008D><U+0095>"
"rn540238207","PIZZALICIOUS <f0><U+009F><U+0098><U+008D>","Awesome pizzas, awesome service. We were in six people and we took 5 different pizzas (you can choose the size you prefer) and one pasta e fagioli with a classic bruschetta<f0><U+009F><U+0098><U+008A>
Very recommend <f0><U+009F><U+0098><U+0081>"
"rn540231384","Maybe the best pizza in NYC","Someone had recommended Numero 28 to me and spoke so highly of it that my friend and I had to try it. Although there are several locations throughout the City, I was told to go to the one on Carmine Street. We were not disappointed....More"
"rn539533186","Very good, not the best in NYC ","Overall, very good Neapolitan pizza. Slightly expensive. Crust was on the bland side and did not have that certain flavor when 00 flour is utilized. Slightly disappointed with seating. Went early and did not have a reservation. Plenty of tables available and was given worst...More"
"rn538769888","Buonissimo ","Excellent service, even when they were busy. We tried the pumpkin pizza and the penne pasta and both came out outstanding. It is not the cheapest place but it is way worth it!!"
"rn538618444","Fantastic pizzeria ","Had a great evening at this amazing pizzeria. Very delicious pizzas. Quite chaotic- but great and loose atmosphere."
"rn538447410","Great !!!! This is how it is supposed to be","It is very difficult to find very good pizza in USA, Numero 28 Pizzeria is excellent!!!! and then stop at Grom just in front for an excellent ice cream!!!!!! Finalmente 2 posti dove mangiare bene, speriamo che si diffonda una migliore cultura del cibo anche...More"
"rn534645622","Best gluten free pizza crust ","Amazing Gluten free pizza crust!
Pizzas were delicious!
Great Italian atmosphere!
And Fantastic desserts: chocolate Nutella pannacotta, mascarpone cheesecake were perfect !!!"
"rn534584047","Best Pizza in NYC!","I am Italian and this is the best Pizza in town.
When my Italian friends and family come here, I bring them to Pizzeria 28 and most of them say that even in Italy is hard to find such a good pizza.
I am now...More"
"rn534417479","Great pizza but...","That service was average at best. The foccacia was delicious and the cheese on the pizza was very fresh. I'd go again just to see if the service was a fluke."
"rn534084693","One of the best moderately-priced Italian restaurants in the West Village","I highly recommend Numero 28 on Carmine St. in the West Village in all respects. They are known for their thin-crusted authentic pizza which is fabulous. But it should also be known that their pastas are just as wonderful. Being Italian-American and growing up with...More"
"rn533999017","Delicious!","We sat outside on a lovely October evening. No waiting at 6:15 on a Saturday night. Delicious 4 cheese pizza. Ate way too much. My daughter did not like her rigatoni but loved eating my pizza. We didn't know it was cash only until the...More"
"rn533506583","Mamma mia!","Amazing pizza and lovely people! I go there quite often and I've always been very satisfied. Buonissima!"
"rn532934233","Actually Numero 1","One of the best brick oven pizza's I have tasted - Excellent !
Really enjoyed the atmosphere and the service along with a great meal"
"rn532191316","Dinner with friends ","Wow!!! Best pizza and pasta dinner!!! An amazing meal and service. The owner came out to greet us. A petite Italian woman with a smile that lit up our night. The meal was delicious and I can honestly say...The Best Italian meal EVER! Thank you...More"
"rn532127825","Best brick oven pizza in NYC","My friends and I wanted to try this place because of the previous reviews and we were not disappointed. There was 4 of us so we got one of the large pizzas and a medium! This was the perfect amount as we were all starving...More"
"rn530382112","Disappointingly below average","We decided to visit Numero 28 after reading good reviews and were full with expectation. Unfortunately, we were let down as the food provided, we deemed, was exceedingly average.
We arrived and instantly were put off by the overly loud music. This quietened down significantly...More"
"rn529309937","Kids approved!!!","Everyone enjoyed their meals. My babies ( 2 & 4 years old) ate all their food - pizza and pasta. Antipasti was yummy. Adults enjoyed their food as well. Wine was nice too."
"rn528843966","Amazing!","Have no doubt that you will eat the best Italian pizza in the neighborhood when you come ask for Valeria!"
"rn527784577","Delicious Pizza","All around solid meal! The service was B+. Definitely order a pizza and eat there while it's fresh!!"
"rn527715794","The Best Italian pizza in NYC","I will start with the atmosphere created by the true Italian owner. No wonder she has a successful business- she has the heart for it and greets her clients with a smile and that special Italian hospitality. You will recognize her immediately. The chef is...More"
"rn527352426","Authentic Italian Pizza, Finally!!!","I've been searching for years where I could find pizza that tastes like the pizza I get every year when I go to Italy. I went on Saturday and was so impressed that I returned on Sunday. The pizza was outstanding and I felt like...More"
"rn526866453","Best pizza in NYC ","This place is by far the best pizzeria in the entire city. The staff and owners are super friendly and it's absolutely beautiful to sit outside at night in such an amazing neighborhood.
Highly recommend."
"rn526866451","Best pizza in ny","Awesome pizza, friendly staff, great vibe . I always come here from New Jersey. If you drive in after 7 there's free parking around."
"rn526841690","Tasting Tour Stop","On a Greenwich Village tasting tour we stopped here. The pizza was outrageous -- thin and crispy crust. Eugenia our host was welcoming and the service was top notch."
"rn526640219","Semplicemente Fantastico!!!!","Best pizza in New York!!!! Everything in this place rocks, the food is amazing, I am italian and everytime I come here I feel like my mom is cooking for me!!!the owner la signora Eugenia is such a character, she is a real Italian nonna,...More"
"rn526626145","Its all about the pizza!","I usually eat out in Manhattan a few times a month - but never pizza.
We have a good local place, closer to home, thats usually good - when they make it the way I request & I always request thin crust.
And lets face...More"
"rn526259443","Fantastic food even better service","Fresh, simple and delicious across the board. $10pp for BYOB is one of the best deals in NYC, especially for scenic West Village. Roberta and accompanying staff were attentive and considerate at all times. I nativi Italiani sarebbero contenti, onestamente. Grazie Roberta"
"rn526112890","Fabulous ","The food is outstanding. Starting with the lentil soup, which tastes great, like the one my Mom used to make. Followed that up with a Caprese salad, and Margherita pizza, which were off the charts delicious. Finally, washed that down with cannoli's made with home...More"
"rn525888760","Best pizza in NYC ","I always visit this place when I am in NY l. For me they are the best pizzas in the city. Also the people working here are very friendly. I will come back next time I visit the City"
"rn524352809","Good pizza but pay cash","Pizza was good with a good selection of Italian beer : Moretti, Menabrea . I enjoy also the desert very good . People super kind .... the only point , they don't accept card and I discover it at the end !"
"rn523754271","Great pizza, do not miss it","Italian pizzeria that must be definitely run by Italian owners, since the pizza tastes like a real Italian one.
If you're willing to have a tasteful Italian appetizer and a good pizza, do not forget to hit this Italian corner"
"rn522733887","Mmmm mm mmmmm","Delicious pizzas, lovely service and friendly staff m, and all around nice experience.
None of us were even in the mood for pizza, but this place was DELICIOUS and changed the minds of me and the other 7 people i was with (the restaurant we'd...More"
"rn521258303","Best pizza...no kidding....","We were having fun exploring NYC and saw the strong trip advisor rating...oh my! This is one of the best pizzas.. we were in for a flavorful experience....I had the one with braseola...and added tomato sauce..every one was fighting over it...very thoughtful and kind service...well...More"
"rn520926171","Always the best pizza","When we need a good pizza in NY... pizzeria 28 is a must place to go. The truffle pizza with mushrooms is delicious."
"rn519951471","Excellent pizza by the inch","Casual place with efficient service and very good food. We were 4 so ordered the 29 inch. With big sizes pizzas one can have more than one variation in the same pizza so we had 3 variations : margherita, san daniele and smoked ham. Kale...More"
"rn517740323","Great Pizza and good service ","The place is quite small but expanded into the side walk. You decide if you want to sit inside or outside. The indoor area is very charming.
The pizzas are made in a classic brick oven. The stone make the bread very crispy and a...More"
"rn517250796","Very good pizza","Went with family to the pizza place. Strongly recommend making reservations in advance. The pizzas are fresh and served hot. They don't accept credit cards but have ATM on the premises so you can withdraw money to pay."
"rn516425545","Delicious Pizza & Gnocchi!","We had stopped by an Artichoke Pizza for lunch and we're very disappointed. So when dinner rolled around, we wanted to have a good pizza to forgot about the other!
Numero 28 did not disappoint. Their pizzas come in 3 sizes. My husband and I...More"
"rn516062242","High hopes dashed","Had one of their specialty pizza's and the crust was mostly soggy and cheese was overly salty. Felt not much care was taken in making my pizza - off night perhaps?"
"rn516027503","Lovely meal at Española Way","My husband and I found that lovely italian restaurant at Española way. I really liked the grilled branzino and specially the eggplant that comes as a side of that dish. We could enjoy the great athmosphere of Española way dining at the terrace. Reasonable prices...More"
"rn515836553","Perfect lunch place","Stopped here by chance and it showed to be very good choice. Good food, lasagna and spaghetti with meatballs at very good. Fast serving with great service."
"rn515600594","Truly delicious authentic pizza!","This is a darling little pizza place where the staff is wonderfully friendly and accomodating. The treaditional New York style pizza was amazing!! Be prepared they do not accept credit cards although there is an ATM on the premises."
"rn515262319","Favorite Italian Restaurant in NYC","This is my absolute favorite restaurant in NYC. I come every time I visit the city. Amazing pizza, pasta and warm and friend service. This time I brought my family and they loved it also!"
"rn512643536","Loved all the food and the service ","Went late on Sunday with family of five. The restaurant was packed with people many of whom where speaking Italian which is always a good sign. Waitresses worked fast to satisfy everyone and get us a table
We had lasagna, salad, wine, and large pizza....More"
"rn512012626","Very good pizza!","Casual place with a nice terrace and very good pizza. Portions are big so bring your appetite. This was our first visit but it won't be our last."
"rn510949721","AMAZING everything","This is a must-go; the pizza is to die for. The thin crust melts in your mouth, the pizza choices are abundant and interesting. My son had a pepperoni that was far from plain as the pepperoni was amazing (homemade?) He asked why the grocery-store...More"
"rn509765488","Very good","Pizza is very good, but not as good as we expected. Had better in Boston in the following days. However, the calamari fritti was sublime, the best we had on our whole trip. Service was a little haphazard, and we had to chase up our...More"
"rn508579491","Amazing pizza!!!","Best pizza in NYC. My boyfriend is italian and he finds the food very authentic!we've already been twice and will definitely come more often. Very nice atmosphere and extremely kind service. Highly recommended!!!"
"rn508577934","Very good pizza","One of the greatest pizzeria in New York and a very nice staff. They were very helpful and welcoming."
"rn508552003","Delicious flatbread pizza, reasonable prices, especially for NYC standards","We had found a recommendation for this place on another site's list of places to eat in the city. We made a reservation for a Thursday evening, however only the outside tables were approaching full; you easily would have gotten seated as a walk-in.
We...More"
"rn508270384","Amazing pizza !!!","So good we went twice on our 5 day NY trip 2nd time walked all the way from the Empire State observatory, if you can't decide which Pizza you can have half and half."
"rn507673178","FOOTBOOL","We watched football match, was a lot of emotion. They have really good pizzas!!!
Service was nice!
But the most important thing is that you can watch the EURO 2016 championship match,
AMERICAN BOYS DOES NOT INTEREST TO SPORT IN EU! My boyfriend was happy"
"rn504552950","Great Pizza","We have been there on July 20th. While family enjoyed the excellent Pizzas. What is definitely not good - especially for tourists - they ONLY ACCEPT CASH. So this is a down side."
"rn504341496","Old time NYC sit down, down town pizza parlor ","Very good, surprisingly authentic NY Italian pizza restaurant. Great thin crust with lots of delicious toppings, including a white truffle prosciutto rocket. The margarita pie was also outstanding.
I'm very picky about pizza, Numero 28 is worthy of its praise!
Well worth the time."
"rn502973049","Quiet Neighborhood Pizza and Italian Fare","A good size indoor restaurant with an outdoor patio, this is a favorite in the neighborhood of Turtle Bay, Manhattan. Very good pizza, good service, and Italian dishes. Nice vibe. Good for lunch or dinner. And plenty of bars down 2nd ave -- some with...More"
"rn500382374","Very good!","Very good neapolitan pies. Nice location. Expensive, but probably worth the cost.
The pies are a bit more substantial than typical neapolitan places, which I liked!
We tried the Bufalina D.O.C. Pizza & Pere Pizza (pear). They were both excellent.
I think the Bufalina was...More"
"rn499875056","Best Pizza in Town!!!!!","Amazing pizza, It`s addictive so gooooood. The best is the one with tartufo (truffle). It`s the only place where I can have two pizzas in a row."
"rn499678206","BEST. PIZZA. EVER!!!","Quaint little spot!! Loved the pizza so much, we went 3 times the 5 days in NYC. I'm a pizza junkie and it's my favorite ever!!!Go!!"
"rn498323408","Exceeded Expectations","The expectation was a pizza joint with good pizza. What we found was a charming little restaurant with quaint decor, superlative service and amazing pizza. Six of us selected a broad array of pizza. Each was unique and had tasty complimentary toppings. I'd recommend Numero...More"
"rn498288842","Great food lousy service","Tried this off a trip advisor recommendation and the food was very good. However, the service was terrible after the order was taken. The waitress didn't bring the wine that was ordered and never refilled our water. We felt invisible for most of the night....More"
"rn497440689","Amazing place!","People are great and accommodating, food is excellent and really Italian (I was born and raised there so I know what I am talking about...). Valeria, one of the waitresses, is friendly and customer oriented."
"rn496985476","Great pizza! ","Pizza margarita was very good. Good staff. Nice location! Menu is very good. Definitely recommend. Love it."
"rn496963951","Wonderful crust on the pizza","Three of us sat outside on a nice evening. We shared the calamari. The sauce was so good you needed a spoon to finish it up. The calamari were quite delicate.
My wife had the veal and enjoyed it. It had a nice lemony taste...More"
"rn496775840","Pizza in Greenwich Village","The food and service are very good at Numero 28 Pizzeria. We went at lunch and had a nice meal. We had our daughter with us and there is a park just a couple of doors down on the left. You may also access the...More"
"rn496768849","Good Pizza, but Cash only","Good Pizza. Thin crispy crust. Really good sauce on the red pies. Also tried their signature pie, the Numero 28, also very good. Nice atmosphere and location, good service."
"rn495432429","Good pizza","Had some pizza for lunch, all well done as well as the homemade pasta. Washed down with Brooklyn Lager. Happy."
"rn493930636","Excellent Pizza","This place is in Little Italy and it belongs there. I've been lucky enough to have some incredible pizza in different places in Italy, and this place definitely holds its own with them.
It's very small- I booked a few weeks in advance and you'd...More"
"rn493088666","Go and enjoy a great meal","Nice italian place to go. The Pizza was great, and also the Pasta. Great taste, the pizza was made in a brick oven ... awesome !!!"
"rn491555743","Lunchtime","Stopped in for a delicious New York City pizza in a friendly street environment. We had the 14\" prosciutto, mushroom, and creamy truffle sauce pie; and split a second larger one (18\") featuring arugula, prosciutto and mozzarella on 1/2 and pepperoni, and mozzarella on the...More"
"rn491266158","Excellent","Excellent location in Greenwich Village with great outdoor seating on a nice night. Great pizza and I enjoyed a pasta plate as well. Cash only and place is always packed, That says a lot."
"rn490164212","So gooood!","Awesome salad, excelent pizza and great service. I would recommend this place.
The neighborhood is filled with a lot of restaurants and coffee places but definitely this place is among the best."
"rn489016481","excellent pizza","I went for dinner at Numero 28 after finding out it was the best rated pizzeria on Tripadvisor. my waiter, Guiseppe, was very nice and friendly.
I ordered the Numero 28 and it was simply excellent. I'd like to say that I am a huge...More"
"rn488888134","THE best pizza I' ve ever eaten","What a mouth watering piece of goodness! Not only the presentation of the food but also the taste and quality of ingredients ist wonderful. The dough ist thin, soft in the middle and wonderful crispy on the outside edges. Yum! We also had ordered pasta...More"
"rn488057986","Will definitely be back!!","This place was highly recommended on Trip Advisor...place looks like a whole in the wall from the street...never would have stopped here on my own ...FANTASTIC Napolitan pizza...definitely on our list of places to come back to...of course it's directly across from Our Lady Of...More"
"rn487677261","Some of the Best Pizza in New York","I absolutely love this pizzeria and have used them for take-out many times. They have a great selection of signature pizzas and offer custom pizza-building if you are so inclined. The dough is soft, chewy--just the way a pizza should be. The ingredients are always...More"
"rn483308730","So good!","Get the numero 28 pizza - it's one of the best pizzas I've ever had! Quaint little place with good wine and great pizza."
"rn482719726","Now THAT'S Italia!!!!","I'm of Italian heritage, grew up eating Italian food, but have lived in the south a long time, so I'm very aware of the difference between \"great pizza\" (normally found in New York/New England) and chain pizza you normally find down south. I've also had...More"
"rn482211841","Best pizza in town","I have been there several times and still is my favorite pizza place.
Favorite is the white pizza and the truffle oil
Awesome"
"rn480976349","Ok pizza a bit pricy.","Came by because other pizza places were packed. Not knowing what to expect we ordered a margarita pizza for two. Oblong pizza came out looked good. Crust was real think and hardly any sauce. Ok but if can, go elsewhere. Service was fair. Ladies speak...More"
"rn480718343","This is how Italians do it!","You know when a place is good when you arrive and there is already people waiting at the door. You know an Italian place is amazing when Italians frequent the place. We arrived here by reference and what a good one! Cozy and familiar. The...More"
"rn480057614","pizza place","we ordered a Magheritta pizza and it was delicious! the staff was extremely gentle and noce. the beer good. it definitely exceeded our expectations!"
"rn479847954","Terrific wood fired pizza ","Nice eatery with some outdoor cafe seating. Caesar salad was very tasty. Had the diavola (pepperoni) pizza, which was crispy and terrific. The sauce had a little spice to it and the pepperoni was flavorful. Service was friendly and efficient."
"rn478706863","Italian pizza!","Pizza is really Italian. I have been in NY for a while and it's one of the few places in the city where I feel the Italian air. Pizza is perfect, tasty and the products are all fresh! Tiramisu is like at home for me...More"
"rn478033045","Great","Fantastic pizza and atmosphere. Could be a bit faster but well worth the wait and then some. You won't be disappointed"
"rn478014176","Tastiest pizza","Came here on our first night in New York, after a long day of travelling. We were not disappointed! We shared a pizza, and had each half of it with one topping, and the other with a different topping. It was a traditional Italian pizza-thin...More"
"rn477894973","Fantastic, authentic neapolitan pizza","I much prefer Italian-style pizza to New York or deep pan, so this place was a great find in New York! It's run by an Italian couple who make pizza as good as any I've had in Italy - lovely thin and crisp dough, amazing...More"
"rn477832834","Amazing food, atmosphere","Had a great time eating here with family and friends. Go on a warm night, sit outside and take your time with wine and food ... very enjoyable! Reasonable prices (for NYC), and enjoy the ambiance of Greenwich/SoHo."
"rn477294174","Perfect for lunch before a matinee show in the West Village!","My 13-year-old daughter and I thoroughly enjoyed the caprese salad, the pizza, the dessert, and the espresso. It was the perfect meal. Outstanding! Great cozy atmosphere with brick walls. Excellent service and friendly staff."
"rn477263489","Razvan Ro<U+0219>u","I had their specific pizza Numero 28 pizza with an IPA beer. It was one of the tastiest pizzas I've ever had. The beer was bottled, standard."
"rn476545900","Family Easter visit","So good! Sat outside. But cash only!!! Great service too. Only negative was that we wished they had warned about the cash only up front. They have an ATM inside if you get stuck - most people don't walk around with a lot of cash...More"
"rn475932532","Great woodoven pizza","Great surprise for lunch. Didn't look special, and at lunchtime on a saturday suspiciously few people. But don't be fooled. The pizza are excellent - very crisp and with just sufficient amount of cheese (like a lot less than american style pizzas!) The service was...More"
"rn473051384","Good pizza, lovely staff","Cash only! Our waitress was from Naples, charming and attentive. The salads were good and so was the pizza. We walked right in on a weekday night."
"rn472845174","Doesn't look much . . . but","Doesn't look much from the outside and very small but well worth the wait. Although be prepared to wait a little they seriously need more staff."
"rn472639969","The best pizza of NYC!!","The best pizza ever tried in New York. Polite and professional waiters and welcoming atmosphere. I also advise to try the Cheesecake dessert, so delicious!!"
"rn472095879","Pizza","Best place ever! Pizza was great! The atmosphere is wonderful. Very Italian! We would go back anytime."
