"id","quote","review"
"rn596439898","Yumm-Eeeeee","My girlfriends and I tried Juliana’s during our stay in Ny and it was delicious! I highly recommend the pizza and arugula salad with walnuts.
Their fountain drinks are served in glass bottles which is a waste, so I hope they recycle all of the...More"
"rn595721778","Excellent Pizza with a Soul","Excellent New York Style pizzas. Whenever our family gathers in Brooklyn from across the country we make a point of pizzas from Juliana’s. Traditional pizzas keep us coming back to these ovens for more."
"rn595680976","One of the best pizza restaurants ","Juliana’s Pizza restaurant which is in close proximity of Brooklyn Bridge Park is one of the best pizza restaurants. One will encounter waiting in line at the entrance obviously because of it’s popularity. They have a wonderful setup of serving ice cold water at the...More"
"rn595157023","one of the most famous pizzas in NY","Execellent pizza, large in size. They have the kitchen open and you can see how they make pizza right in front of you, the restaurant's wood oven gives you an unequaled taste.
We were lucky and we did not have to do too much harm,...More"
"rn594536942","Best Pizza in NYC","While on vacation to NYC my family and I tried a few different pizza places. This was by far the best...its a little pricier then we were used to 2 large pizzas and 4 drinks was $84 but it was good and I do reccommend...More"
"rn594421072","Best Pizza in Brooklyn","Our family of twelve went to Julianna’s this past Friday evening and had the best assortment of pizza! We absolutely loved the pizza...one person had meatballs and spaghetti which they said was very tasty! Must try white pizza with anchovies!!! All the pizzas we ordered...More"
"rn594379732","Better than Grimaldis","I grew up in New Jersey and have very high expectations for pizza. I had to wait on line for about 30 minutes for Juliana's and the pizza was quite good. They use fresh ingredients and the crust is decently crispy. Many options of delicious...More"
"rn593344712","Worth lining up outside for ","Back to Juliana's again after having visited a few years earlier. Shared some pizzas with friends and was not disappointed. NY style pizza with the flavour you love and come back for. This is a much better option than Garibaldi's which is on the same...More"
"rn593318452","Great pizza in Brooklyn ","We randomly chose this place on our walk in Brooklyn and it was wonderful. The restaurant is fairly small and by the time we finished our lunch there was a long line outside waiting to get in. This is a VERY popular place in the...More"
"rn592762654","\"Best pizza ever\" says an expert !!","My elder daughter has spent most of her 20 ++ years becoming a global pizza expert. Travelling from the UK we were determined to follow the review trail to the \"best pizza ever \" and found it here !!
That is no small praise !!...More"
"rn592476637","Worth the travel from Manhatten","We travelled from Manhatten to Brooklyn specifically for Juliana's. The service was good and as we were a party of 2 had a minimal wait for a table. The pizza was very tasty with a great tomato sauce base. We were really glad we travelled...More"
"rn591912030","Warth to wait for a table","They usually full in the evening and weekend, we had to wait 45 minutes, but was definitely worth to wait. It is my favourite pizza in NYC. Great!
They have also great, friendly service."
"rn591687496","Outstanding pizza and experience ","I shared a margherita pizza with extra cheese with my son. It was more than enough for the two of us. The pizza was too notch. The crust was perfectly cooked and seasoned. The pizza overall tasted amazing with perfect sauce. Our server was amazing...More"
"rn591551103","Really is No.1 Pizza in Brooklyn, NYC, possibly USA!","Went as a family of 4 on a Tuesday evening in June around 8.30pm.
Queue as expected, but got seats outside after 30 mins.
Bought 2 large Margherita pizzas ($23 each v's smaller ones for $20 each) to feed a family of 4. Was just...More"
"rn590712950","Very good...not great","From reading the online reviews and word of mouth, Juliana's seems like the best pizza on earth, so its hard to judge, because the expectations are so high. The pizza was very good, but im not going to say the best in the city, I...More"
"rn590435125","Must Try","When people are lining up before it opens you know its going to be good! Get there early.
Best pizza in NYC infact Best pizza I have ever had.
Worth the wait, all staff were quite accommodating and very friendly."
"rn590366606","Best Pizza in DUMBO Area","This place is owned by the real Grimaldi family. Similar delicious crust to the place next door—better toppings and attention to detail, nicer surroundings and service. Expect a line (on weekends especially)."
"rn590289316","Make this stop no matter what!","We’ve visited j’s every time we’ve visited NY the last 3 years. Get the pizza, get a lot, and get there early at the risk of waiting in line. DONT go next door, the Grimaldi’s own Juliana’s now.....ignore the name and stay there. Best pizza...More"
"rn590014036","Believe the hype","Got here right as they were opening and got a seat outside. Got a small Margherita pizza and it was everything I’d heard it would be. The crust was perfect and the cheese, tomato sauce and basil were in perfect balance. I’m no pizza expert...More"
"rn589651641","For Pizza Aficionados","I’m not into Pizzas and was only here cause my wife truly loves her Pizzas. It’s worth the trip to this place.
We arrive slightly before 4pm and there was already a short queue outside the small cafe. 10 minutes later we were seated inside....More"
"rn589082378","Worth a wait ","Simply the best pizza I've had ... had to queue for about 30 mins but worth it.
Been to 3 other pizza places in Brooklyn but this was the nicest. So fresh and much better inside .
Even had the owner showing people to the...More"
"rn588891223","Best pizza I've had in NYC","I moved here 3.5 years ago and generally have been underwhelmed with most of the pizza that I've tried in NYC. Juliana's is hand crafted and so tasty. Get a stool near the kitchen to watch them make it if you can!"
"rn588640285","Great pizza!","We went at 1130 as they were opening, waited for 10 minutes outside and then was seated immediately. This is one of the best pizzas we have had, comparable to the pizza we had in Rome! A little on the pricey side but worth it,...More"
"rn588639289","Some of the best pizza in NY","Most recently I got a pie for takeout. I’ve also been here before for sit down. The pizza is always so good. I usually go for the fennel sausage topping. Bit of an old school vibe but a nice place for visiting family or a...More"
"rn588557234","The pizza was worth the wait","We walked several miles, crossed the Brooklyn Bridge and waited in line for over an hour for the line not to move yesterday. So, this morning we called them at 11:30 on the dot when they opened to order a couple pizzas to go.we got...More"
"rn588373768","Among the best. But prepare for lineup","Loved their pizza. So far juliana’s and Champion pizza (Manhattan) are the best I’ve tried. But be prepared for long lineup and waiting. They don’t take reservations I believe. It’s a must try though."
"rn587637038","Great pizza & meatballs!","We went on a Thursday afternoon, the lines just thinned out. Lucky for us, we were seated outside as we have preferred. We didn't get to go inside as it was packed. Staff was great, but the pizza & meatballs were the highlights. We ordered...More"
"rn587495987","Now that's what I'm tawkin about","Best pizza in NYC, no wait best pizza in the world! A little on the pricey side but who cares - it's worth it! You only need a large between 2 FYI. The lemonade is also delicious. If you want traditional fire cooked pizza in...More"
"rn587452611","Worth the wait!","Our family of 4 stumbled upon this gem of a pizza joint while exploring the DUMBO area. There was quite the line outside, but we decided to wait, and it ended up only taking about 15 minutes to get a seat. The service was phenomenal...More"
"rn587311943","Great Pizza","We were lucky and got there just before they opened, we had read the reviews stating how busy this restaurant gets and it's no lie! 10 minutes prior to the restaurant opening there was a huge queue outside and within 5 minutes of being open...More"
"rn587207374","Great pizza","We visited on a wet Thursday at the end of May and had to wait outside for about 15 minutes to be seated, thankfully under cover.
We had a large Margherita Pizza with meatballs, onion and extra Mozzarella.
When it arrived, we weren't sure we'd...More"
"rn586686317","Good pizza","Nice place, pretty small. The service is really nice. Not refill sodas and the bottle it´s the little small ones."
"rn585626233","Great pizza, be prepared to wait ","We had to wait probably half an hour for a table but the pizza was fantastic and everything was reasonably priced."
"rn585314356","As billed online","This is probably some of the best pizza I’ve eaten. Go early or plan for a later lunch if you don’t want to wait. We got there about 2:30 and it was perfect. Great waitstaff, clean,and appropriately priced. 10/10 would recommend."
"rn584650244","Oh my - good pizza pie!!","We stopped in here after our Walking tour of Brooklyn bridge and all of Brooklyn. 5 mile walk. We were hot and hungry. There was a line but it moved quickly. We shared a small margarita pizza with pepperoni and sausage. It was actually large...More"
"rn584226846","The tastiest pizza!","We arrived at Juliana’s on a recommendation from friends and after a wet walk over Brooklyn Bridge (May?!) we were not disappointed. We were there just before midday and the restaurant was busy but not to full capacity. Service was great and the pizza was...More"
"rn583144794","10/10","First time in Brooklyn and ended up here for dinner. It smelt amazing and the queue out front suggested it was worthy of a visit. They did not disappoint. The pizza was incredible and would definitely return if we are in the area again"
"rn582960305","like it","delcicious. Juliana's Pizza it taste good i ate soup and pizza too it smell good and
fresh i like that place"
"rn582693225","Nice dinner","We went for dinner after walking around the area to see the magnificent views of Manhattan with the sunset. When we got there there was a long queue but in less than 30min we already had our table. The place is small and the tables...More"
"rn582443795","Best pizza we had when visiting NYC","Got recommended this place from a friend and it did not disappoint. It is located in Brooklyn right near the underpass walkway so very convenient to visit when walking the Brooklyn Bridge. The place is small and constantly had a queue outside whenever we went...More"
"rn581949486","Original Italian Pizza","This is what comes to my mind when thinking about an authentic Italian PIzza: thin, tomatoes/mozarella and just delcicious. Juliana's Pizza is exactly like that, amazing Pizza."
"rn581767414","Worth the wait!","I had read that there may be a 45-1 hour wait. When we arrived there was quite a line. The line went pretty fast and the smaller your party the quicker it is to get a table. It was just me and my husband. We...More"
"rn581542606","First Time Having Pizza in NYC","Went here with friends. The pizza was good, with just the right amount of cheese and sauce for my liking. Although I prefer a sightly thicker and crunchier crust, I really enjoyed it and would probably go back the next time I'm in the NYC...More"
"rn581455448","Great pizza. Great atmosphere.","After walking over the Brooklyn Bridge, we arrived at Juliana´s to experience a que to be seated. We were lucky to be offered two bar seats. A large pizza was enough for two and tasted great - highly recommended."
"rn580931578","Really good thin crust pizza","After a very crowded walk over the Brooklyn Bridge, we stoped off at Juliana’s after reading about them on trip advisor. The Small Margherita Pizza was easily enough for me and my partner. Was a great meal, the sauce is very good and you can...More"
"rn580738513","Delicious thin crusty pizza","We came on a Tuesday at about 7:00 pm and there was a queue of about 30 persons. We were told about 30 mins. wait but were seated in 20. We ordered a small margarita pizza with mushroom and an arugula salad. The small pizza...More"
"rn580506613","Alright pizza, nice atmosphere","We went at around lunch time on a Sunday and had about a 20 minute wait (wasn't bad, they did a good job of keeping it moving). We ordered a Margherita pizza and added pepperoni and mushrooms. It was good, but a bit too crisp/charred...More"
"rn580154841","Great Friday lunch","Small and you will have to wait in line, but well worth it. The food was great - really good pizza and the spaghetti alla puttanesca was delicious. Great service."
"rn579904472","Great Pizza in a lovely place","We had a delicious pizza! It was the perfect place to go to after a long day of sightseeing, reaching Brooklyn via foot over the Brookly Bridge. We were super hungry and went for the large pizza, but hadn't expected a pizza THAT large. We...More"
"rn579208713","Great pizza","We visites Julianas last night and had a Margherita pizza for take out and it was utterly delicious!!"
"rn578970011","Hidden gem ","Stumbled across Juliana’s Pizza and so happy that we did. Yes it was a long wait (approx 45 minutes) for a table but it was so worth it. Food was delicious and staff very helpful and friendly. Reasonably priced also."
"rn578575373","Touted as # 1 but limited amount fresh mozzarella, long lines (also at Grimaldi's) make Ignazio's our pick","We stood in a long line (forget trying a weekend day) but were relatively unimpressed both here and at Grimaldi's. We've had far better pizza at a family run business in California. Ignazio's or even Front Street Pizza are better picks in DUMBO (but the...More"
"rn578376493","Amazing pizza","First time at this restaurant. It came highly recommended by numerous people. It did not disappoint. The pizza was so good. We also had the homemade meatballs which were also delicious. After you eat take a stroll to the park for amazing views and pictures."
"rn578346632","The best Pizza this side of the old country! ","If you find yourself in NY and you feel a little peckish. Make your way to Brooklyn. . . . Possibly the best Pizza place on the planet is waiting for you. Ignore the tour guides and come here. You won't be disappointed! Oh, and...More"
"rn577247732","How anyone could not love this place, I just don't know!","We knew well enough to get there early for lunch. Joining the already growing line just before opening for lunch. Yes, even on a weekday. We ordered the Truffle Hunter White Pizza, certainly not the most exciting option, but one that worked for my companion's...More"
"rn576972043","Excellent pizza ","One of the best pizza I have eaten in NYC, in a very nice and cozy restaurant. The views from the piers outside the restaurant are very impressive."
"rn576893671","Worth the wait!","We had been here last year and had to go back! Juliana's is worth the wait, the pizza is simply the best pizza I have ever had."
"rn576775005","What a reputation!","Worth the wait of 45 minutes - this place buzzes, it sizzles, it delivers enormous pizzas and is simply delicious! You get great service, even though the place is manic and the quality of food is worth every word written in all the guide books....More"
"rn576354394","Simply the best pizza!","This unassuming little pizzeria is tucked underneath the off ramp of the Brooklyn Bridge. The lines are sometimes quite long, but the wait is more than worth it... Juliana's serves, in my humble opinion, the best pie in all the boroughs. The ingredients are fresh...More"
"rn576284640","Lives up to its reputatiob","I live in New York and tend to stay away from the touristy spots but cousins were visiting and insisted on going to Juliana’s. At first I was skeptical about how good pizza really could be until I took my first bite. I think Juliana’s...More"
"rn576245072","Great Pizza in old Grimaldi's location!","For years I have been going to Grimaldi's Pizza, a legendary pizza place in Brooklyn. Then, about 10 years ago, Grimaldi's moved to the corner. The details are fuzzy, but I think the daughter (or family member) of the owner of the ORIGINAL Grimaldi's moved...More"
"rn576070072","Just ok. Would not return","No refills on ice tea. It came in a tiny glass-rip off
Pizza was good, not great, and not hot
Salad was very small with few toppings. Dressing was good
Would not return"
"rn575927731","Nice Pizza","Really good pizza. Not sure I'd walk teh Brooklynn Bridge again for it though. Nice friendly service. We got there fairly early so no queues but by midday there was a bit of a line."
"rn575921553","Perfect Pizza","Gosh this was good. We were lucky and arrived shortly after 1200 and got a table straight away. From there on in they were queuing out of the door and there’s a reason why. Firstly, the service was simply great. We were looked after throughout...More"
"rn575387455","Fantastic place to grab a pizza","Big portions and tasty food. The staff are very friendly. It's great to see the pizzas being made. Loved it!"
"rn575172273","Great pizza and the small one is huge!","After doing the 9/11 memorial museum and One World Observatory we walked Brooklyn bridge and arrived at Juliana's after midday. Small queue which moved quickly. We were seated at the 'bar' and had a great view of the pizzas being made. Our wiatress was very...More"
"rn575052929","Best pizza in New york","Great food
Friendly staff
Reasonable selection of pizza toppings
Well worth the trip out of Manhattan."
"rn574775484","Might even be better than Chicago pizza!","Came here with my three teenagers and a college friend while on vacation in NYC for spring break. We stopped here before walking across the Brooklyn Bridge back to Manhattan, something I highly suggest doing if you are a tourist. There was a short wait,...More"
"rn574173160","Deserving of its Rating","We lined up a few minutes before opening and easily got a table. We shared a small margherita with pepperoni , peppers and mushrooms. The crust was the best I ever had - crispy and chewy , charred , just perfect. One of the world's...More"
"rn574123714","Best Pizza!","It was my 10year old son's turn to choose our restaurant and after looking on Trip Advisor he chose this... We are SO glad he did!!
I explained there might be a wait to be seated but luckily there was a large table (we were...More"
"rn573975627","The Best Pizza","Originally planned to go next door to Grimaldi's but decided on this place when we saw it & so glad we did. Very popular but we managed to get the last table around 7pm just as the queus were forming. The Pizza's are incredible, freshly...More"
"rn573894741","Can’t wait to come back","Love pizza so I read many reviews for the perfect pizza experience on our trip to New York. We were not disappointed with this place my only disappointment was I should have ordered x2 pizzas, as they were so good my daughter ate more than...More"
"rn573609851","Outstanding","Line and wait was crazy, but for the hubby and I this pizza served as truly exceptional. Everything came out fresh, service was outstanding, and salads were definitely filling on our Tuesday trip. Glad we chose this dining experience for our Vacay."
"rn573364081","Best pizza EVER!","Having lived in the Northeast all my life, I’ve been to many a pizza restaurant, from Boston’s North End, to Little Italy, to the old South End in Hartford, to Pepe’s in New Haven, and Juliana’s beats them all hands down. We first sampled their...More"
"rn573217897","Fantastic Pizza’s","My partner and I was visiting Brooklyn for the day, we were travelling from UK. We had noticed a long line outside the restaurant and decided to give it a chance. The staff were extremely friendly and the Pizza was amazing. The Pizzas are large...More"
"rn573202309","Outstanding!","Outstanding pizza, well worth a visit. Pizza’s are huge. Buzzy atmosphere. We queued for about 5 minutes or so.
Excellent ice cream factory close by too."
"rn573184353","Best authentic Italian pizza ever!!!","Had to stand in line outside but not for long. The host and staff were amazing and super nice and friendly. The pizza was very authentic and even the basil on the pizza was super fresh. Would definitely go back and highly recommend!"
"rn573168222","Spectacular pizza! ","One of the most spectacular pizza places of all NYC. You need to get there soon or you’ll have to wait a lot of time. But any effort is worthy for such a delicious pizza. Definitely I’ll come back."
"rn573141958","Just cool. Good food. Great service. ","We went there to order pizza to go and it was a good choice. Good food, good service. Good ration price-quality. We returned. ;)"
"rn572964729","Juliana's Pizza","Juliana's (Grimaldi's) was excellent service food and reasonably priced! The atmosphere was exciting the you get our food quickly. The wait was over 1 hour long but it was well worth it for Easter Dinner, wait time might be shorter during the week. It was...More"
"rn572920557","Pizza Night","We went to this restaurant on the recommendation of a friend. It is very popular with people queuing outside but the staff were very helpful trying to accommodate our group of 12 and they succeeded. Food was good and plenty. If your a pizza fan...More"
"rn572753224","Great pizza","We came in after a walking tour of Brooklyn bridge/heights/dumbo.service was great. Pizza reminded me of Lombardis in little Italy.would recommend it"
"rn572746201","The Best pizza!","Very fresh ingredients and the creamiest mozzarella! They also have a nice wine menu. I like that it’s not too casual for a pizza restaurant, but casual enough to feel comfortable in sneakers."
"rn572517193","Amazing place","Next to the Brooklyn bridge, you find this real fantastic traditional pizza restaurant.
Pizzas are baked in a traditional coal oven, when they ring the bell they burn the fire.
There is a queue, but it is worth waiting.
I was surprised by the simple...More"
"rn571988830","Excellent Pizza and Service","Still shocked that it seemed like within 10 minutes of ordering the pizza was at our table and the place was full with people waiting outside. Maybe we got lucky with the timing but we had great service. The pizza was delicious too. Great place...More"
"rn571937390","Very good pizza","We went on Easter around 1pm, we waited 1 hour in line. We were 4 adults. The wait was worth it. Service was excellent, pizza very good. We had the cheese cake for dessert, it was succulent!"
"rn571777114","Awesome pizza in a fun place with excellent service","Pizza was great. Fun and clean restaurant. The service was so fast and good. Pizza is prepped and cooked in the open area in the back center section of the restaurant. There are even a few dining seats (maybe 6) along the area where the...More"
"rn571562883","Amazing","Went sunday afternoon but queue far too long so went back Tuesday and after a 30min wait we got a table. Pizza and pasta was fantastic, service was great. Would def recommend."
"rn571541335","Good pasta as well!","I was staying in lower Manhattan and decided to make a visit to this place having seen it on a YouTube video.
Turned up and there was a big queue outside. Decided to wait, then after 5 min the waiter came out looking for a...More"
"rn571358331","YUM YUM YUM","Most amazing pizza and cheapest meal we had when visiting New York! Brooklyn is super cool and although this place was packed we got served extremely quickly and enjoyed a selection of their massive pizzas!!! Would highly recommend !"
"rn571344470","Authentic Pizza","We loved the pizza here! Very simple - the menu isn’t huge - but the pizza was made fresh in front of us. Service was good, and we arrived early enough that there was no line to get in.
Would recommend!"
"rn571280207","Best Pizza Outside Of Napples","Simply the best pizza outside of Naples, helpful staff, reasonably priced, highly recommended.
Really well situated if your hungry after walking the Brooklyn Bridge."
"rn571101915","Pizza Heaven","I have nothing to say other than Pizza Heaven!!! I went here with my teenage son before going to the Basketball, he was definitely a fan of the amazing pizza, as was I!!!!"
"rn570868224","Amazing Pizza","Fortunately we managed to get the last pizza order before they closed to stoke the fires. The pizza was as good as any pizza I’ve eaten in Italy.
Great service, fantastic pizza, good atmosphere."
"rn570824063","Top pizza","Had to wait and cue for opening time but worth it. Pizzas the size of tyres but taste so light and delicate. Make the trip fro manhattan over Brooklyn bridge you'll not be disappointed !"
"rn570759830","excellent but very expensive!!","Pizzas are very good, but $30 for a 18\" pizza is exaggerated! Long wait in the street, but the neighborhood is really cool with fantastic view of Downtown and Brooklyn bridge."
"rn570291258","Very good pizza ","We got there just in time, no need to wait in line. The pizza was very good, we had the margherita and the white pizza. Both were delicious but I preferred the white pizza. The service was quick and pleasant. Definitely a must for any...More"
"rn570279234","My Go To Pizza <f0><U+009F><U+008D><U+0095> in Dumbo ","Worth the little extra money for this pie! The former Grimaldi’s, and now Juliana’s, thin crust is legitimately great! Pro-tip: I order in their square Sicilian pie w the fennel sausage! Outstanding pie that is my go to once a month!"
"rn570211715","It’s ok but not worth the wait","It may be famous and you might want to go to say you did but do it during non peak hours. The wait was over an hour. I would not wait again. There are far better pizza places in NYC. You would be better served...More"
"rn570182696","Great pizza","Stopped by one evening after walking the Brooklyn Bridge.
The service was on point, with very friendly staff.
The pizza was amazing, and nothing short of what I was told to expect."
"rn569768904","Great NY pizza!","Loved the pizza in this fun, not very big restaurant. No line on a Wednesday night, thankfully, but I can see why people line up. They serve wine and beer and we enjoyed a very nice Chianti Classico Riserva for $44 - very reasonable! Service...More"
"rn569667571","Out of this World!","I'm not usually a pizza person but we went here for my husband. After waiting in a really long line for lunch of about an hour, we were able to snag 2 seats at the counter. If you're going with a larger party you will...More"
"rn569667174","Right by Brooklyn Bridge","This is excellent New York style thin crust pizza. They aren't cheap, so don't be surprised by the price of a pie, but the flavors and ingredients are wonderful and the crust is so thin and crispy and chewy. Stop in for lunch before or...More"
"rn569560773","Hard to get me excited about pizza, but this one did it!","My wife, kids, and I got a recommendation to try Juliana's pizza from one of the workers at the Freedom Tower in Manhattan. I'm glad we did. After a walk across the Brooklyn Bridge, we got to the restaurant 5 minutes before it opened and...More"
"rn569389763","Exactly What New York Pizza Should Be","We had a perfect evening having pizza, salad, beer and wine on a recent Friday night. The staff was welcoming and accommodating, and the food at Juliana’s was excellent. I highly recommend and would certainly go back."
"rn569177516","Absolutely amazing place","So, you’ve walked across Brooklyn Bridge and you’re looking for great pizza and some wine at an affordable price. Well, try Juliana’s. We ordered the cheese cake (wow!) as well - best place in NY if you ask me. We’ll come back!"
"rn568943700","Pretty good pizza","We stopped in right before they closed for the stoking for a late lunch. After seeing all the reviews, we expected to have a long wait, but were seated immediately in a mostly empty restaurant. It was in the middle of a horrible storm, so...More"
"rn568403020","It's like those pizza places that say they have the best pizza in the world. What, do you think they hold pizza contests","If there was an intergalactic pizza contest, these guys would be up there.
Maybe not the winners. But somewhere in the top 3. I dunno, maybe they might just win if they came up with some pizza that had that McDonald's Szechuan sauce. Just throwing...More"
"rn568018645","Best pizza in Brooklyn!","As this is really popular space, we had to wait for a table, but only few minutes (when we were leaving, waiting line was much bigger).
Their pizza is really delicious! We took a big one and if you are hungry, its not a problem...More"
"rn567888146","Best pizza in...this corner?","Let me be honest right up front. I prefer Chicago style pizza to New York style. So I'm not the authority on how New York style should be done, and it may very well be that this is the absolute best of any New York...More"
"rn567708634","Best Pizza in Brooklyn","Visited in June 2017. Stayed in Manhattan and decided to eat here due to reviews and a day out in Brooklyn. It closes for a short period in the afternoon where we waited outside. Had 1 large pepperoni pizza to share with spouse and a...More"
"rn567688580","Delicious Pizza","A nice experience, a bit overpriced but worth the wait. Staff are very professional. Fresh ingredients. Espresso or capacciono only!"
